Year,Date,Setlist
1981,03/07/81,alabama getaway:greatest story ever told:dire wolf:me and my uncle:big river:candyman:c.c. rider:jack-a-roe:passenger:bird song:looks like rain:deal:iko iko:lost sailor:saint of circumstance:drums:truckin':black peter:around and around:johnny b. goode:one more saturday night:
1981,03/09/81,feel like a stranger:althea:c.c. rider:ramble on rose:el paso:deep elem blues:beat it on down the line:bird song:new minglewood blues:china cat sunflower:i know you rider:samson and delilah:ship of fools:estimated prophet:uncle john's band:drums:the other one:stella blue:good lovin':u.s. blues:
1981,03/10/81,mississippi half-step:franklin's tower:me and my uncle:it must have been the roses:little red rooster:don't ease me in:lazy lightnin':supplication:brown-eyed women:looks like rain:deal:scarlet begonias:fire on the mountain:lost sailor:saint of circumstance:drums:the wheel:china doll:truckin':sugar magnolia:satisfaction:brokedown palace:
1981,03/12/81,jack straw:tennessee jed:mama tried:mexicali blues:bird song:c.c. rider:althea:let it grow:franklin's tower:terrapin station:playin' in the band:he's gone:drums:not fade away:black peter:around and around:johnny b. goode:u.s. blues:
1981,03/13/81,shakedown street:new minglewood blues:they love each other:el paso:jack-a-roe:cassidy:high time:little red rooster:althea:the music never stopped:cold rain and snow:samson and delilah:it must have been the roses:estimated prophet:eyes of the world:drums:lost sailor:saint of circumstance:wharf rat:sugar magnolia:don't ease me in:
1981,03/14/81,feel like a stranger:sugaree:me and my uncle:big river:peggy-o:c.c. rider:althea:passenger:china cat sunflower:i know you rider:alabama getaway:greatest story ever told:ship of fools:lost sailor:saint of circumstance:drums:the other one:stella blue:i need a miracle:bertha:good lovin':one more saturday night:
1981,03/20/81,feel like a stranger:friend of the devil:c.c. rider:althea:mama tried:mexicali blues:loser:new minglewood blues:candyman:looks like rain:deal:scarlet begonias:fire on the mountain:lost sailor:saint of circumstance:he's gone:drums:truckin':wharf rat:around and around:johnny b. goode:u.s. blues:
1981,03/21/81,alabama getaway:promised land:peggy-o:me and my uncle:big river:tennessee jed:little red rooster:althea:let it grow:china cat sunflower:i know you rider:jack straw:ship of fools:estimated prophet:eyes of the world:drums:not fade away:black peter:one more saturday night:don't ease me in:
1981,03/23/81,jack straw:they love each other:cassidy:it must have been the roses:el paso:ramble on rose:new minglewood blues:sugaree:lazy lightnin':supplication:bird song:samson and delilah:to lay me down:terrapin station:playin' in the band:drums:the other one:stella blue:sugar magnolia:casey jones:
1981,03/24/81,mississippi half-step:franklin's tower:beat it on down the line:greatest story ever told:row jimmy:me and my uncle:big river:high time:little red rooster:china cat sunflower:i know you rider:shakedown street:lost sailor:saint of circumstance:he's gone:drums:the wheel:truckin':wharf rat:around and around:good lovin':brokedown palace:
1981,03/28/81,alabama getaway:greatest story ever told:sugaree:me and my uncle:mexicali blues:shakedown street:little red rooster:althea:looks like rain:deal:samson and delilah:ship of fools:estimated prophet:he's gone:the other one:drums:not fade away:wharf rat:around and around:good lovin':one more saturday night:
1981,04/25/81,deep elem blues:dark hollow:jack-a-roe:monkey and the engineer:friend of the devil:el paso:oh babe it ain't no lie:on the road again:oh boy:drums:
1981,04/30/81,jack straw:peggy-o:c.c. rider:alabama getaway:greatest story ever told:loser:looks like rain:china cat sunflower:i know you rider:shakedown street:samson and delilah:it must have been the roses:estimated prophet:eyes of the world:drums:truckin':black peter:around and around:johnny b. goode:casey jones:
1981,05/01/81,alabama getaway:promised land:friend of the devil:me and my uncle:big river:althea:little red rooster:tennessee jed:let it grow:deal:feel like a stranger:franklin's tower:lost sailor:saint of circumstance:he's gone:the other one:drums:the wheel:wharf rat:sugar magnolia:u.s. blues:
1981,05/02/81,jack straw:sugaree:el paso:bird song:cassidy:candyman:new minglewood blues:althea:promised land:scarlet begonias:fire on the mountain:estimated prophet:terrapin station:drums:not fade away:stella blue:around and around:good lovin':one more saturday night:
1981,05/04/81,don't ease me in:beat it on down the line:jack-a-roe:little red rooster:cold rain and snow:mama tried:mexicali blues:althea:looks like rain:bertha:greatest story ever told:china cat sunflower:i know you rider:samson and delilah:to lay me down:playin' in the band:drums:nobody's fault but mine:lost sailor:saint of circumstance:black peter:sugar magnolia:brokedown palace:
1981,05/05/81,feel like a stranger:peggy-o:el paso:ramble on rose:c.c. rider:brown-eyed women:passenger:althea:the music never stopped:don't ease me in:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:uncle john's band:truckin':alabama getaway:johnny b. goode:u.s. blues:
1981,05/06/81,alabama getaway:greatest story ever told:they love each other:cassidy:jack-a-roe:little red rooster:dire wolf:looks like rain:big railroad blues:let it grow:deal:new minglewood blues:high time:lost sailor:saint of circumstance:he's gone:caution (do not stop on tracks) jam:spanish jam:drums:the other one:goin' down the road feeling bad:wharf rat:good lovin':don't ease me in:
1981,05/07/81,on the road again:dire wolf:deep elem blues:cassidy:
1981,05/08/81,jack straw:peggy-o:me and my uncle:big river:loser:c.c. rider:althea:let it grow:don't ease me in:shakedown street:samson and delilah:terrapin station:playin' in the band:drums:nobody's jam:not fade away:stella blue:sugar magnolia:u.s. blues:
1981,05/09/81,mississippi half-step:franklin's tower:feel like a stranger:bird song:little red rooster:candyman:mama tried:mexicali blues:looks like rain:china cat sunflower:i know you rider:lost sailor:saint of circumstance:ship of fools:estimated prophet:eyes of the world:drums:nobody's jam:truckin':black peter:around and around:one more saturday night:brokedown palace:
1981,05/11/81,new minglewood blues:sugaree:el paso:jack-a-roe:beat it on down the line:row jimmy:it's all over now:althea:lazy lightnin':supplication:don't ease me in:scarlet begonias:fire on the mountain:c.c. rider:to lay me down:playin' in the band:drums:the wheel:playin' in the band:china doll:around and around:good lovin':satisfaction:
1981,05/12/81,alabama getaway:greatest story ever told:peggy-o:cassidy:it must have been the roses:me and my uncle:big river:althea:little red rooster:china cat sunflower:i know you rider:shakedown street:looks like rain:ship of fools:estimated prophet:he's gone:drums:the other one:wharf rat:sugar magnolia:don't ease me in:
1981,05/13/81,jack straw:tennessee jed:c.c. rider:friend of the devil:mama tried:mexicali blues:bird song:let it grow:deal:samson and delilah:terrapin station:lost sailor:saint of circumstance:drums:iko iko:i need a miracle:stella blue:good lovin':brokedown palace:
1981,05/15/81,mississippi half-step:franklin's tower:new minglewood blues:dire wolf:cassidy:candyman:little red rooster:jack-a-roe:el paso:ramble on rose:looks like rain:don't ease me in:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:not fade away:black peter:sugar magnolia:u.s. blues:
1981,05/16/81,feel like a stranger:friend of the devil:me and my uncle:big river:althea:c.c. rider:brown-eyed women:passenger:high time:let it grow:don't ease me in:shakedown street:bertha:lost sailor:saint of circumstance:spanish jam:drums:truckin':nobody's jam:stella blue:goin' down the road feeling bad:one more saturday night:uncle john's band:
1981,05/17/81,alabama getaway:promised land:peggy-o:mama tried:mexicali blues:candyman:new minglewood blues:they love each other:looks like rain:big railroad blues:little red rooster:china cat sunflower:i know you rider:cold rain and snow:samson and delilah:ship of fools:estimated prophet:he's gone:the other one:drums:saint of circumstance:wharf rat:sugar magnolia:satisfaction:
1981,05/22/81,deep elem blues:the race is on:friend of the devil:cassidy:to lay me down:monkey and the engineer:oh babe it ain't no lie:on the road again:bird song:ripple:drums:oh boy:
1981,07/02/81,alabama getaway:greatest story ever told:friend of the devil:c.c. rider:althea:el paso:jack-a-roe:looks like rain:dire wolf:lost sailor:saint of circumstance:scarlet begonias:fire on the mountain:man smart-woman smarter:it must have been the roses:estimated prophet:eyes of the world:drums:the wheel:truckin':black peter:around and around:good lovin':u.s. blues:
1981,07/04/81,jack straw:peggy-o:me and my uncle:big river:loser:little red rooster:tennessee jed:new minglewood blues:china cat sunflower:i know you rider:feel like a stranger:bird song:playin' in the band:drums:not fade away:wharf rat:sugar magnolia:one more saturday night:
1981,07/05/81,shakedown street:promised land:candyman:cassidy:brown-eyed women:c.c. rider:they love each other:mama tried:mexicali blues:althea:let it grow:samson and delilah:don't ease me in:the music never stopped:ship of fools:lost sailor:saint of circumstance:he's gone:drums:the other one:stella blue:around and around:johnny b. goode:u.s. blues:
1981,07/07/81,new minglewood blues:bertha:dancin' in the streets:big railroad blues:el paso:to lay me down:lazy lightnin':supplication:bird song:looks like rain:deal:man smart-woman smarter:candyman:estimated prophet:eyes of the world:drums:truckin':goin' down the road feeling bad:black peter:i need a miracle:good lovin':don't ease me in:
1981,07/08/81,mississippi half-step:feel like a stranger:peggy-o:little red rooster:althea:me and my uncle:big river:don't ease me in:new minglewood blues:china cat sunflower:i know you rider:scarlet begonias:fire on the mountain:lost sailor:saint of circumstance:franklin's tower:drums:not fade away:wharf rat:sugar magnolia:u.s. blues:
1981,07/10/81,jack straw:sugaree:mama tried:mexicali blues:loser:cassidy:brown-eyed women:c.c. rider:ramble on rose:let it grow:don't ease me in:samson and delilah:althea:estimated prophet:eyes of the world:drums:uncle john's band:playin' in the band:china doll:uncle john's band:playin' in the band:around and around:good lovin':casey jones:
1981,07/11/81,alabama getaway:greatest story ever told:peggy-o:little red rooster:bird song:me and my uncle:big river:tennessee jed:new minglewood blues:china cat sunflower:i know you rider:lost sailor:saint of circumstance:ship of fools:he's gone:truckin':drums:the other one:stella blue:i need a miracle:goin' down the road feeling bad:one more saturday night:brokedown palace:
1981,07/13/81,feel like a stranger:they love each other:el paso:jack-a-roe:beat it on down the line:it must have been the roses:c.c. rider:althea:looks like rain:deal:man smart-woman smarter:scarlet begonias:fire on the mountain:estimated prophet:terrapin station:drums:not fade away:black peter:sugar magnolia:satisfaction:
1981,07/14/81,cold rain and snow:new minglewood blues:friend of the devil:cassidy:to lay me down:me and my uncle:mexicali blues:big railroad blues:little red rooster:bird song:lost sailor:saint of circumstance:don't ease me in:shakedown street:samson and delilah:high time:truckin':eyes of the world:drums:the other one:wharf rat:good lovin':u.s. blues:
1981,08/12/81,alabama getaway:greatest story ever told:friend of the devil:mama tried:mexicali blues:jack-a-roe:c.c. rider:althea:lost sailor:saint of circumstance:might as well:man smart-woman smarter:scarlet begonias:fire on the mountain:estimated prophet:eyes of the world:drums:spanish jam:truckin':morning dew:around and around:good lovin':u.s. blues:
